sothutu,name,brand,pricenew,sale,priceold,volume
729,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Desire,Perfume Mist,536000,21%,676000,352ml
730,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Sweetie,Perfume Mist,536000,21%,676000,352ml
731,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Hottie,Perfume Mist,536000,21%,676000,352ml
732,Xịt Thơm Toàn Thân Kiss My Body Sweetie,Perfume Mist,672000,1%,676000,352ml
733,Nước Hoa Nữ Armaf Club De Nuit Woman,Club De Nuit Woman EDP,2512000,29%,3560000,420ml
734,Xịt Thơm Toàn Thân Kiss My Body Hương Crazy In Love,Perfume Mist,572000,15%,676000,352ml
735,Xịt Thơm Toàn Thân Kiss My Body Sweet Vanilla Cotton,Perfume Mist,572000,15%,676000,352ml
736,Xịt Thơm Toàn Thân Kiss My Body Hương Delight,Perfume Mist,572000,15%,676000,352ml
737,Combo 2 Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Magic Dream + Floral Blush,Fragrance Mist Hair And Body #Magic Dream & #Floral Blush,736000,7%,792000,200ml
738,Nước Hoa Nữ Narciso Rodriguez Musc Noir For Her EDP,Eau De Parfum,6984000,10%,7760000,120ml
739,Nước Hoa Nữ Chloé Love Story EDP,Eau De Parfum,6740000,29%,9440000,120ml
740,Nước Hoa Nữ Narciso Rodriguez For Her EDP,Eau De Parfum,6984000,10%,7760000,120ml
741,Nước Hoa Nữ Narciso Rodriguez Ambrée EDP,Eau De Parfum,6696000,15%,7880000,120ml
742,Nước Hoa Nữ Narciso Rodriguez Pure Musc For Her EDP,Eau De Parfum,6984000,10%,7760000,120ml
743,Nước Hoa Nữ Narciso Rodriguez For Her EDP,Eau De Parfum,10440000,10%,11600000,200ml
744,Nước Hoa Nữ Narciso Rodriguez For Her EDP,Eau De Parfum,13788000,10%,15320000,400ml
745,Nước Hoa Nữ Narciso Rodriguez For Her EDT,Eau De Toilette,9900000,29%,13880000,400ml
746,Nước Hoa Nữ Marc Jacobs Daisy Ever So Fresh EDP,Eau De Parfum,7200000,19%,8880000,120ml
747,Nước Hoa Nữ Narciso Rodriguez For Her EDT,Eau De Toilette,6760000,35%,10440000,200ml
748,Nước Hoa Nữ Narciso Rodriguez Pure Musc For Her EDP,Eau De Parfum,14548000,5%,15320000,400ml
749,Nước Hoa Nam Tommy Impact Intense EDP,Impact Intense Eau De Perfume,9000000,0%,9000000,200ml
750,Nước Hoa Nam De Memoria EDP #12 Bagan,Eau De Parfum,1480000,33%,2200000,120ml
751,Nước Hoa Nữ Carolina Herrera Very Good Girl Glam EDP,Very Good Girl Glam Eau De Parfum,15732000,10%,17480000,320ml
752,Nước Hoa Nữ Marc Jacobs Daisy Love EDT,Eau De Toilette,4640000,40%,7760000,120ml
753,Nước Hoa Nữ Tommy Now Girl EDT,Now Girl Eau De Toilette,5440000,0%,5440000,120ml
754,Nước Hoa Nam Tommy Now EDT,Now Eau De Toilette,5440000,0%,5440000,120ml
755,Nước Hoa Nữ Carolina Herrera Very Good Girl EDP,Very Good Girl Eau De Parfum,7920000,10%,8800000,120ml
756,Nước Hoa Nam TOMMY Cologne EDT,Cologne Spray,3596000,34%,5440000,120ml
757,Nước Hoa Nữ Marc Jacobs Daisy Dream EDT,Eau De Toilette,3956000,14%,4600000,120ml
758,Nước Hoa Nữ Issey Miyake L'Eau D'Issey EDT,Eau De Toilette,8136000,10%,9040000,200ml
759,Nước Hoa Nam Issey Miyake L'Eau D'Issey Eau & Cèdre,Pour Homme Eau De Toilette Intense,10332000,10%,11480000,400ml
760,Nước Hoa Nữ Issey Miyake A Drop D'Issey EDP,Eau De Parfum,11700000,10%,13000000,360ml
761,Nước Hoa Nam Tommy Impact EDT,Impact Intense Eau De Toilette,8520000,0%,8520000,200ml
762,Nước Hoa Nam Calvin Klein Defy For Men EDT,Eau De Toilette,2716000,47%,5160000,120ml
763,Nước Hoa Nữ Laura Anne Dynamic For Her (Xanh),Eau de Parfum,792000,34%,1196000,200ml
764,Nước Hoa Nữ Issey Miyake A Drop D'Issey EDP Fraiche,Eau De Parfum Fraiche,6084000,10%,6760000,120ml
765,Nước Hoa Nam Nữ Calvin Klein One EDT,Eau De Toilette,3252000,45%,5880000,200ml
766,Nước Hoa Nữ Tommy Girl Cologne EDT,Tommy Girl Cologne Eau de Toilette Spray,3356000,38%,5440000,120ml
767,Nước Hoa Nữ Marc Jacobs Daisy Love Eau So Sweet EDT,Eau De Toilette,7000000,10%,7760000,120ml
768,"Nước Hoa Nữ Verites Starstruck Ngọt Ngào, Quyến Rũ",,924000,20%,1156000,200ml
769,"Nước Hoa Nữ Verites Midnight Bloom Quyến Rũ, Thanh Lịch",,924000,20%,1156000,200ml
770,[HSD 02/2025] Nước Hoa Nam De Memoria EDP #12 Bagan,Eau De Parfum,1332000,0%,1332000,120ml
771,Nước Hoa Nam Nữ De Memoria EDP #11 Tai O,Eau De Parfum,1416000,36%,2200000,120ml
772,Nước Hoa Nam Versace Eros Flame EDP,Eros Flame Eau de Parfum Spray,5264000,40%,8756000,200ml
773,[HSD 06/2024] Xịt Thơm Toàn Thân Bodymiss Hương Money Honey,,176000,44%,316000,140ml
774,Nước Hoa Nam Moschino Toy Boy EDP,,9020000,0%,9020000,400ml
775,Nước Hoa Nam Versace Pour Homme Dylan Blue EDT,Pour Homme Dylan Blue Eau De Toilette,7260000,25%,9680000,400ml
776,Nước Hoa Nữ Jean Paul Gaultier Scandal EDP,Scandal Eau De Parfum Spray,7560000,10%,8400000,120ml
777,Nước Hoa Nữ Chloé Nomade EDP,Eau De Parfum,7400000,18%,9000000,120ml
778,Nước Hoa Nữ Burberry Her Blossom EDT,Her Blossom Eau de Toilette,10812000,33%,16120000,400ml
779,[HSD 02/2025] Nước Hoa Nữ De Memoria EDP #07 Hoian,Eau De Parfum,1276000,0%,1276000,120ml
780,Nước Hoa Nữ Marc Jacobs Perfect EDP,Perfect Eau De Parfum,10356000,37%,16440000,400ml
781,Nước Hoa Nữ Chloé L'Eau Eau De Toilette,L'Eau Eau De Toilette,11340000,31%,16520000,400ml
782,Nước Hoa Nữ Chloé Nomade EDP,Eau De Parfum,11728000,32%,17160000,300ml
783,Nước Hoa Nam Lacoste Match Point EDT,Match Point Eau de Toilette,7152000,40%,11880000,400ml
784,Nước Hoa Nữ Signorina Misteriosa,Signorina Misteriosa Eau de Parfum,7280000,22%,9320000,400ml
785,[HSD 06/2024] Xịt Thơm Toàn Thân Bodymiss Hương Blinded Love,,176000,44%,316000,140ml
786,[HSD 03/2025] Nước Hoa Nữ Chloé L'Eau Eau De Toilette,L'Eau Eau De Toilette,9072000,45%,16520000,400ml
787,Nước Hoa Nam Versace Man Eau Fraiche EDT,Eau Fraiche Eau De Toilette,7448000,19%,9196000,400ml
788,Nước Hoa Nữ Moschino Toy 2 EDP,Toy 2 Eau De Parfum,6160000,37%,9768000,400ml
789,Nước Hoa Nữ Burberry Her EDP,Her Eau De Parfum,11868000,41%,19960000,400ml
790,[HSD 06/2024] Xịt Thơm Toàn Thân Bodymiss Hương Care Free,,176000,44%,316000,140ml
791,Nước Hoa Nữ Versace Yellow Diamond EDT,Yellow Diamond Eau De Toilette Natural Spray,7956000,26%,10824000,360ml
792,Nước Hoa Nam Versace Pour Homme Eau De Toilette,Pour Homme Eau De Toilette,6176000,35%,9504000,400ml
793,[HSD 02/2025] Nước Hoa Nữ Laura Anne Dynamic For Her (Xanh),Eau de Parfum,756000,37%,1196000,200ml
794,[HSD 07/2024] Xịt Thơm Toàn Thân Bodymiss Hương Blinded Love,,176000,44%,316000,140ml
795,[HSD 02/2025] Nước Hoa Nam Nữ De Memoria EDP #09 Lampang,Eau De Parfum,1332000,0%,1332000,120ml
796,[HSD 06/2024] Xịt Thơm Toàn Thân Bodymiss Hương Funky Fresh,,176000,44%,316000,140ml
797,Nước Hoa Nữ Marc Jacobs Daisy Intense EDP,Daisy Intense Eau De Parfum,5056000,45%,9160000,120ml
798,Nước Hoa Nam Calvin Klein Euphoria For Men EDT,Euphoria For Men Eau de Toilette,6708000,40%,11120000,400ml
799,[HSD 01/2025] Nước Hoa Nữ Marc Jacobs Daisy Intense EDP,Daisy Intense Eau De Parfum,812000,30%,1160000,16ml
800,[Mini] Nước Hoa Nữ Burberry Her Blossom EDT 1.,,272000,1%,276000,20ml
801,Nước Hoa Nữ Lancôme La Vie Est Belle Bản Giới Hạn OUI,La Vie Est Belle Oui L'eau De Parfum D'exception,8956000,17%,10800000,200ml
802,Nước Hoa Nữ Chloé Eau De Parfum,,11372000,34%,17160000,300ml
803,[HSD 02/2025] Nước Hoa Nữ Laura Anne Mystic For Her (Xám),Eau de Parfum,624000,0%,624000,200ml
804,Nước Hoa Nam Mr.Burberry Indigo EDT,Indigo For Men EDT Spray,6036000,31%,8720000,200ml
805,[HSD 06/2024] Xịt Thơm Toàn Thân Bodymiss Hương Stop & Stare,,176000,44%,316000,140ml
806,[HSD 07/2024] Xịt Thơm Toàn Thân Bodymiss Hương Funky Fresh,,176000,44%,316000,140ml
807,Nước Hoa Nam Calvin Klein Free Eau De Toilette,Free EDT Spray,3932000,48%,7520000,200ml
808,Nước Hoa Nam Versace Eros EDP,Eros Eau De Parfum Natural Spray,7720000,30%,11044000,400ml
809,Nước Hoa Nữ Versace Bright Crystal EDT,Bright Crystal Eau De Toilette,5952000,46%,11040000,360ml
810,Nước Hoa Nam Gota Bouncy Eau de Parfum,Bouncy Perfume For Men Eau de Parfum,592000,50%,1184000,200ml
811,Nước Hoa Nữ Salvatore Ferragamo Signorina Ribelle EDP,,7200000,44%,12892000,400ml
812,Xịt Thơm Toàn Thân Kiss My Body Adore You,Perfume Mist,672000,1%,676000,352ml
813,[HSD 07/2024] Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Magic Dream,Fragrance Mist Hair And Body #Magic Dream,180000,55%,396000,200ml
814,Xịt Nước Hoa Hằng Ngày X-Men Hương Tươi Mát,Everyday Perfume Mann Up Air,396000,6%,420000,200ml
815,Nước Hoa Nữ Narciso Rodriguez Pure Musc For Her EDP,Eau De Parfum,10440000,10%,11600000,200ml
816,Nước Hoa Nữ Versace Pour Femme Dylan Blue EDP,Pour Femme Dylan Blue Eau De Parfum Spray,8608000,35%,13244000,400ml
817,[HSD 07/2024] Nước Hoa Nữ Trussardi Sound Of Donna EDP,Sound Of Donna Eau De Parfum Spray,2904000,70%,9680000,400ml
818,Nước Hoa Vùng Kín Nam Loli & The Wolf Dark Monster,Hương Gỗ Tuyết Tùng Nam Tính Cuốn Hút,992000,17%,1200000,40ml
819,Xịt Thơm Toàn Thân Kiss My Body Sweet Poison,Perfume Mist,672000,1%,676000,352ml
820,Xịt Thơm Toàn Thân Bodymiss Hương Blinded Love,,424000,32%,624000,420ml
821,[HSD 12/2024] Xịt Thơm Toàn Thân Malissa Kiss Hương Happy Sundae,Perfume Mist,308000,54%,676000,352ml
822,[HSD 11/2024] Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Floral Blush,Fragrance Mist Hair And Body #Floral Blush,176000,56%,396000,200ml
823,[HSD 01/2025] Xịt Thơm Toàn Thân Malissa Kiss Hương Cozy Beach,Perfume Mist,308000,54%,676000,352ml
824,[HSD 10/2024] Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Love Bloom,Fragrance Mist Hair And Body #Love Bloom,316000,20%,396000,200ml
825,Nước Hoa Nữ Marc Jacobs Daisy EDT,Daisy Eau De Toilette,8996000,37%,14280000,400ml
826,Xịt Thơm Toàn Thân Kiss My Body Hottie,Perfume Mist,672000,1%,676000,352ml
827,Nước Hoa Nữ Diamond Femme (Trắng),Eau De Parfum,1505000,45%,2745000,225ml
828,Nước Hoa Vùng Kín Foellie Hương Hoa Hồng Mạnh Mẽ,Inner Perfume #Eau De Bijou,720000,59%,1750000,25ml
829,Nước Hoa Nữ Diamond Femme Pink (Hồng),Eau De Parfum,1375000,50%,2745000,225ml
830,Nước Hoa Nam Diamond Homme (Đen),Eau De Parfum,1375000,50%,2745000,225ml
831,Nước Hoa Nữ Diamond Femme Ruby Red (Đỏ),Eau De Parfum,1505000,45%,2745000,225ml
832,Nước Hoa Nữ Gennie Little Gold Dress,Little Gold Dress,730000,33%,1095000,250ml
833,Nước Hoa Vùng Kín Foellie Hương Trái Cây Ngọt Ngào,Inner Perfume #Eau De Fleur,895000,49%,1750000,25ml
834,Nước Hoa Nữ Gennie Little Black Dress,Little Black Dress,730000,33%,1095000,250ml
835,Xịt Thơm Toàn Thân Malissa Kiss Hương Crazy in Love,Perfume Body Mist,670000,21%,845000,440ml
837,Nước Hoa Nữ De Memoria EDP #05 Montpellier,Eau De Parfum,1770000,36%,2750000,150ml
838,Nước Hoa Nữ De Memoria #02 Val De Loire Hương Tươi Mát,Eau De Parfum,1770000,36%,2750000,150ml
839,Xịt Thơm Toàn Thân Bodymiss Hương Stop & Stare,,270000,32%,395000,175ml
840,Nước Hoa Nữ Gennie Little Red Dress,Little Red Dress,550000,50%,1095000,250ml
841,Nước Hoa Nam Gota Iconic Eau de Parfum,Iconic Perfume For Men Eau de Parfum,740000,50%,1480000,250ml
843,Nước Hoa Nữ De Memoria EDP #04 Dresden,Eau De Parfum,1770000,36%,2750000,150ml
844,Nước Hoa Vùng Kín Foellie Hương Hoa Hồng Trắng,Inner Perfume #Eau De Ciel,895000,49%,1750000,25ml
845,Nước Hoa Nam Diamond Homme Dark Blue (Xanh),Eau De Parfum,1505000,45%,2745000,225ml
846,Nước Hoa Nữ Gennie Little Rose Dress Bản Giới Hạn,Little Rose Dress For Her,875000,50%,1745000,250ml
847,Nước Hoa Vùng Kín Foellie Hoa Đinh Hương Bản Giới Hạn,Inner Perfume #Eau De Tuileries,945000,46%,1750000,25ml
848,Nước Hoa Nữ Versace Bright Crystal Absolu EDP,Bright Crystal Absolu Eau de Parfum Natural Spray,8945000,39%,14575000,450ml
849,Nước Hoa Nam Diamond Homme Brown (Nâu),Eau De Parfum,1505000,40%,2495000,225ml
850,Nước Hoa Nữ Carolina Herrera Good Girl EDP,Good Girl Eau De Parfum Natural Spray,9045000,10%,10050000,150ml
851,Xịt Thơm Toàn Thân Malissa Kiss Hương Sweet Poison,Perfume Mist,670000,21%,845000,440ml
852,Xịt Thơm Toàn Thân Malissa Kiss Hương Adore You,Perfume Mist,670000,21%,845000,440ml
853,Nước Hoa Nam Versace Pour Homme EDT,Pour Homme Eau De Toilette Spray,7215000,19%,8910000,250ml
854,Nước Hoa Nữ Laura Anne Allure For Her (Hồng),Eau de Parfum,920000,38%,1495000,250ml
855,Nước Hoa Nữ Lancôme La Nuit Tresor EDP,La Nuit Tresor Eau De Parfum,14100000,9%,15500000,375ml
856,Nước Hoa Nam Paco Rabanne 1 Million Parfum EDP,1 Million Parfum EDP,15120000,10%,16800000,500ml
857,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Passion,Perfume Mist,670000,21%,845000,440ml
858,Nước Hoa Nữ Versace Bright Crystal EDT,Bright Crystal Eau de Toilette Spray,5950000,59%,14525000,250ml
859,Nước Hoa Vùng Kín Foellie Hương Hoa Nhài Bản Giới Hạn,Inner Perfume #Eau De Venus,820000,53%,1750000,25ml
860,Nước Hoa Nữ De Memoria EDP #03 Granada,Eau De Parfum,1770000,36%,2750000,150ml
861,Nước Hoa Nữ De Memoria EDP #06 Grasse,Eau De Parfum,1770000,36%,2750000,150ml
862,Nước Hoa Nữ Verites After The Rain,After The Rain Inspired By My Burberry,955000,20%,1195000,250ml
863,Nước Hoa Nam Versace Eros Flame EDP,Eros Flame Eau de Parfum Spray,11180000,19%,13805000,500ml
864,Xịt Thơm Toàn Thân Malissa Kiss Hương Lost In Paradise,Perfume Body Mist,670000,21%,845000,440ml
865,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Delight,Perfume Mist,670000,21%,845000,440ml
866,Xịt Thơm Toàn Thân Malissa Kiss Hương Fresh Escape,Perfume Mist,420000,50%,845000,440ml
867,Nước Hoa Nam Gota Urban Eau de Parfum,Urban Perfume For Men Eau de Parfum,1040000,30%,1480000,250ml
868,Xịt Thơm Toàn Thân Malissa Kiss Sweet Vanilla Cotton,Perfume Body Mist,670000,21%,845000,440ml
869,Nước Hoa Nữ De Memoria #01 Spello Hương Mê Hoặc,Eau De Parfum,1765000,36%,2750000,150ml
870,Nước Hoa Vùng Kín Foellie Hương Gỗ Tươi Mát,Inner Perfume #Eau De Foret,895000,17%,1075000,25ml
871,Nước Hoa Nam Nữ Verites Siren,Siren Inspired By Good Girl Velvet Fatale,955000,20%,1195000,250ml
872,Xịt Thơm Toàn Thân Bodymiss Hương Funky Fresh,,545000,30%,780000,525ml
873,Bộ 3 Chai Nước Hoa Nam Nerman 4000/chai,"Hương Thơm Mạnh Mẽ Lôi Cuốn, Lưu Hương Tới 8H",2380000,5%,2495000,50ml
874,Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Love Bloom,Fragrance Mist Hair And Body #Love Bloom,490000,1%,495000,250ml
875,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Charm,Perfume Mist,670000,21%,845000,440ml
876,Nước Hoa Vùng Kín Foellie Hương Hoa Anh Đào,Inner Perfume #Eau De Cherry Blossom,895000,49%,1750000,25ml
877,Nước Hoa Nữ Verites Joie De Vivre,Joie De Vivre Inspired by Miss Dior,955000,20%,1195000,250ml
878,Nước Hoa Nam Laura Anne Mystic For Him (Đen),Eau de Parfum,920000,38%,1495000,250ml
879,Nước Hoa Vùng Kín Nữ Loli And The Wolf Midnight Forest,Hương Hoa Ngọt Ngào Quyến Rũ Lãng Mạn,1240000,17%,1500000,40ml
880,Xịt Thơm Toàn Thân Bodymiss Hương Funky Fresh,,270000,32%,395000,175ml
881,Nước Hoa Nữ Verites Secretly Sexy,Secretly Sexy Inspired By Victoria's Secret Very Sexy,955000,20%,1195000,250ml
882,Nước Hoa Nam Verites Savage Trail,Savage Trail Inspired by Dior Sauvage,955000,20%,1195000,250ml
883,Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Magic Dream,Fragrance Mist Hair And Body #Magic Dream,490000,1%,495000,250ml
884,Xịt Thơm Toàn Thân Bodymiss Hương Stop & Stare,,545000,30%,780000,525ml
885,Nước Hoa Vùng Kín Foellie Hương Hoa Ngọc Lan Tây,Inner Perfume #Eau De Bebe,895000,49%,1750000,25ml
886,Xịt Thơm Toàn Thân Bodymiss Hương Blinded Love,,270000,32%,395000,175ml
887,Xịt Thơm Toàn Thân Bodymiss Hương Hide & Seek,,270000,32%,395000,175ml
888,Nước Hoa Nam Nữ De Memoria EDP #09 Lampang,Eau De Parfum,1850000,33%,2750000,150ml
889,Nước Hoa Vùng Kín Foellie Hương Dâu Tây Bản XO Giới Hạn,Inner Perfume #Eau De Miel,895000,49%,1750000,25ml
890,Xịt Thơm Toàn Thân Bodymiss Hương Hide & Seek,,545000,30%,780000,525ml
891,Nước Hoa Nam Laura Anne Allure For Him (Đỏ),Eau de Parfum,745000,50%,1495000,250ml
892,Nước Hoa Vùng Kín Foellie Hương Biển Thơm Mát,Inner Perfume #Eau De Vogue,895000,17%,1075000,25ml
893,Xịt Thơm Toàn Thân Malissa Kiss Hương Happy Sundae,Perfume Mist,420000,50%,845000,440ml
894,"Nước Hoa Nữ Verites Her Summer Nữ Tính, Dịu Dàng",,1155000,20%,1445000,250ml
895,Xịt Thơm Toàn Thân Bodymiss Hương Care Free,,270000,32%,395000,175ml
896,Nước Hoa Nam Nữ De Memoria EDP #10 Jiufen,Eau De Parfum,1770000,36%,2750000,150ml
897,Xịt Thơm Toàn Thân Bodymiss Hương Money Honey,,545000,30%,780000,525ml
898,Xịt Thơm Toàn Thân Malissa Kiss Hương Call Me Maybe,Perfume Mist,670000,21%,845000,440ml
899,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Tender,Perfume Mist,670000,21%,845000,440ml
900,Xịt Thơm Toàn Thân Malissa Kiss Hương Cozy Beach,Perfume Mist,420000,50%,845000,440ml
902,Nước Hoa Nam Nữ Verites Santal Lab,Santal Lab Inspired By Le Labo Santal 33,1195000,0%,1195000,250ml
903,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Fierce,Perfume Mist,670000,21%,845000,440ml
904,Xịt Thơm Toàn Thân Bodymiss Hương Money Honey,,270000,32%,395000,175ml
905,Combo 2 Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Love Bloom + Floral Blush,Fragrance Mist Hair And Body #Love Bloom & #Floral Blush,800000,9%,880000,250ml
906,[Mini] Nước Hoa Nam Calvin Klein Defy For Men EDT,Defy For Men Eau de Toilette,1900000,0%,1900000,50ml
907,Nước Hoa Nữ Gennie Little Rose Dress Bản Giới Hạn,Little Rose Dress For Her,450000,50%,895000,50ml
908,Nước Hoa Nữ De Memoria EDP #07 Hoian,Eau De Parfum,1770000,36%,2750000,150ml
909,Nước Hoa Vùng Kín Foellie Cherry Đen Bản Giới Hạn,Inner Perfume #Eau De Noir,800000,54%,1750000,25ml
910,"Nước Hoa Nữ Verites Beach Bomb Nhẹ Nhàng, Tươi Mát",,1155000,20%,1445000,250ml
911,"Nước Hoa Nam Verites De Club Cuốn Hút, Lịch Lãm",,1155000,20%,1445000,250ml
912,Combo 2 Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Magic Dream + Love Bloom,Fragrance Mist Hair And Body #Magic Dream & #Love Bloom,920000,7%,990000,250ml
913,Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Floral Blush,Fragrance Mist Hair And Body #Floral Blush,490000,1%,495000,250ml
914,Nước Hoa Unisex Verites Chasing Cloud Tươi Mới,,1155000,20%,1445000,250ml
915,Nước Hoa Nữ Laura Anne Mystic For Her (Xám),Eau de Parfum,935000,37%,1495000,250ml
916,Nước Hoa Nam Laura Anne Dynamic For Him (Xanh),Dynamic For Him,1115000,25%,1495000,250ml
917,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Desire,Perfume Mist,670000,21%,845000,440ml
918,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Sweetie,Perfume Mist,670000,21%,845000,440ml
919,Xịt Thơm Toàn Thân Malissa Kiss Hương Nước Hoa Hottie,Perfume Mist,670000,21%,845000,440ml
920,Xịt Thơm Toàn Thân Kiss My Body Sweetie,Perfume Mist,840000,1%,845000,440ml
921,Nước Hoa Nữ Armaf Club De Nuit Woman,Club De Nuit Woman EDP,3140000,29%,4450000,525ml
922,Xịt Thơm Toàn Thân Kiss My Body Hương Crazy In Love,Perfume Mist,715000,15%,845000,440ml
923,Xịt Thơm Toàn Thân Kiss My Body Sweet Vanilla Cotton,Perfume Mist,715000,15%,845000,440ml
924,Xịt Thơm Toàn Thân Kiss My Body Hương Delight,Perfume Mist,715000,15%,845000,440ml
925,Combo 2 Xịt Thơm Toàn Thân Và Tóc Silkygirl Hương Magic Dream + Floral Blush,Fragrance Mist Hair And Body #Magic Dream & #Floral Blush,920000,7%,990000,250ml
926,Nước Hoa Nữ Narciso Rodriguez Musc Noir For Her EDP,Eau De Parfum,8730000,10%,9700000,150ml
927,Nước Hoa Nữ Chloé Love Story EDP,Eau De Parfum,8425000,29%,11800000,150ml
928,Nước Hoa Nữ Narciso Rodriguez For Her EDP,Eau De Parfum,8730000,10%,9700000,150ml
929,Nước Hoa Nữ Narciso Rodriguez Ambrée EDP,Eau De Parfum,8370000,15%,9850000,150ml
930,Nước Hoa Nữ Narciso Rodriguez Pure Musc For Her EDP,Eau De Parfum,8730000,10%,9700000,150ml
931,Nước Hoa Nữ Narciso Rodriguez For Her EDP,Eau De Parfum,13050000,10%,14500000,250ml
932,Nước Hoa Nữ Narciso Rodriguez For Her EDP,Eau De Parfum,17235000,10%,19150000,500ml
933,Nước Hoa Nữ Narciso Rodriguez For Her EDT,Eau De Toilette,12375000,29%,17350000,500ml
934,Nước Hoa Nữ Marc Jacobs Daisy Ever So Fresh EDP,Eau De Parfum,9000000,19%,11100000,150ml
935,Nước Hoa Nữ Narciso Rodriguez For Her EDT,Eau De Toilette,8450000,35%,13050000,250ml
936,Nước Hoa Nữ Narciso Rodriguez Pure Musc For Her EDP,Eau De Parfum,18185000,5%,19150000,500ml
937,Nước Hoa Nam Tommy Impact Intense EDP,Impact Intense Eau De Perfume,11250000,0%,11250000,250ml
938,Nước Hoa Nam De Memoria EDP #12 Bagan,Eau De Parfum,1850000,33%,2750000,150ml
939,Nước Hoa Nữ Carolina Herrera Very Good Girl Glam EDP,Very Good Girl Glam Eau De Parfum,19665000,10%,21850000,400ml
940,Nước Hoa Nữ Marc Jacobs Daisy Love EDT,Eau De Toilette,5800000,40%,9700000,150ml
941,Nước Hoa Nữ Tommy Now Girl EDT,Now Girl Eau De Toilette,6800000,0%,6800000,150ml
942,Nước Hoa Nam Tommy Now EDT,Now Eau De Toilette,6800000,0%,6800000,150ml
943,Nước Hoa Nữ Carolina Herrera Very Good Girl EDP,Very Good Girl Eau De Parfum,9900000,10%,11000000,150ml
944,Nước Hoa Nam TOMMY Cologne EDT,Cologne Spray,4495000,34%,6800000,150ml
945,Nước Hoa Nữ Marc Jacobs Daisy Dream EDT,Eau De Toilette,4945000,14%,5750000,150ml
946,Nước Hoa Nữ Issey Miyake L'Eau D'Issey EDT,Eau De Toilette,10170000,10%,11300000,250ml
947,Nước Hoa Nam Issey Miyake L'Eau D'Issey Eau & Cèdre,Pour Homme Eau De Toilette Intense,12915000,10%,14350000,500ml
948,Nước Hoa Nữ Issey Miyake A Drop D'Issey EDP,Eau De Parfum,14625000,10%,16250000,450ml
949,Nước Hoa Nam Tommy Impact EDT,Impact Intense Eau De Toilette,10650000,0%,10650000,250ml
950,Nước Hoa Nam Calvin Klein Defy For Men EDT,Eau De Toilette,3395000,47%,6450000,150ml
951,Nước Hoa Nữ Laura Anne Dynamic For Her (Xanh),Eau de Parfum,990000,34%,1495000,250ml
952,Nước Hoa Nữ Issey Miyake A Drop D'Issey EDP Fraiche,Eau De Parfum Fraiche,7605000,10%,8450000,150ml
953,Nước Hoa Nam Nữ Calvin Klein One EDT,Eau De Toilette,4065000,45%,7350000,250ml
954,Nước Hoa Nữ Tommy Girl Cologne EDT,Tommy Girl Cologne Eau de Toilette Spray,4195000,38%,6800000,150ml
955,Nước Hoa Nữ Marc Jacobs Daisy Love Eau So Sweet EDT,Eau De Toilette,8750000,10%,9700000,150ml
956,"Nước Hoa Nữ Verites Starstruck Ngọt Ngào, Quyến Rũ",,1155000,20%,1445000,250ml
957,"Nước Hoa Nữ Verites Midnight Bloom Quyến Rũ, Thanh Lịch",,1155000,20%,1445000,250ml
958,[HSD 02/2025] Nước Hoa Nam De Memoria EDP #12 Bagan,Eau De Parfum,1665000,0%,1665000,150ml
959,Nước Hoa Nam Nữ De Memoria EDP #11 Tai O,Eau De Parfum,1770000,36%,2750000,150ml
960,Nước Hoa Nam Versace Eros Flame EDP,Eros Flame Eau de Parfum Spray,6580000,40%,10945000,250ml
961,[HSD 06/2024] Xịt Thơm Toàn Thân Bodymiss Hương Money Honey,,220000,44%,395000,175ml
962,Nước Hoa Nam Moschino Toy Boy EDP,,11275000,0%,11275000,500ml
963,Nước Hoa Nam Versace Pour Homme Dylan Blue EDT,Pour Homme Dylan Blue Eau De Toilette,9075000,25%,12100000,500ml
964,Nước Hoa Nữ Jean Paul Gaultier Scandal EDP,Scandal Eau De Parfum Spray,9450000,10%,10500000,150ml
965,Nước Hoa Nữ Chloé Nomade EDP,Eau De Parfum,9250000,18%,11250000,150ml
966,Nước Hoa Nữ Burberry Her Blossom EDT,Her Blossom Eau de Toilette,13515000,33%,20150000,500ml
